id,title_x0,title_y0,title_x1,title_y1,title_x2,title_y2,title_x3,title_y3,released_x0,released_y0,released_x1,released_y1,released_x2,released_y2,released_x3,released_y3,grasp_x0,grasp_y0,grasp_x1,grasp_y1,grasp_x2,grasp_y2,grasp_x3,grasp_y3,release_x0,release_y0,release_x1,release_y1,release_x2,release_y2,release_x3,release_y3
0,0.0,0.0,1.0,0.0,1.0,0.18055555555555555,0.0,0.18055555555555555,0.5,0.4270833333333333,0.669921875,0.4270833333333333,0.669921875,0.6736111111111112,0.5,0.6736111111111112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,0.0,0.0,0.234375,0.0,0.234375,0.1076388888888889,0.0,0.1076388888888889,0.5,0.5416666666666666,0.53515625,0.5416666666666666,0.53515625,0.5555555555555556,0.5,0.5555555555555556,0.75914609375,0.29254583333333334,0.8098468750000001,0.36362013888888894,0.8098468750000001,0.36362013888888894,0.75914609375,0.29254583333333334,0.5,0.4722222222222222,0.53515625,0.4722222222222222,0.53515625,0.5416666666666666,0.5,0.5416666666666666
2,0.0,0.0,0.234375,0.0,0.234375,0.1076388888888889,0.0,0.1076388888888889,0.5,0.5277777777777778,0.53515625,0.5277777777777778,0.53515625,0.5555555555555556,0.5,0.5555555555555556,0.8169585937500001,0.29254583333333334,0.871565625,0.36362013888888894,0.871565625,0.36362013888888894,0.8169585937500001,0.29254583333333334,0.5,0.4513888888888889,0.53515625,0.4513888888888889,0.53515625,0.5277777777777778,0.5,0.5277777777777778
3,0.0,0.0,0.234375,0.0,0.234375,0.1076388888888889,0.0,0.1076388888888889,0.5,0.4513888888888889,0.53515625,0.4513888888888889,0.53515625,0.5555555555555556,0.5,0.5555555555555556,0.7279703125,0.5362479166666667,0.78344765625,0.6139597222222222,0.78344765625,0.6139597222222222,0.7279703125,0.5362479166666667,0.56640625,0.4895833333333333,0.603515625,0.4895833333333333,0.603515625,0.5555555555555556,0.56640625,0.5555555555555556
4,0.0,0.0,0.234375,0.0,0.234375,0.1076388888888889,0.0,0.1076388888888889,0.5,0.4513888888888889,0.603515625,0.4513888888888889,0.603515625,0.5555555555555556,0.5,0.5555555555555556,0.743815234375,0.6599986111111111,0.813352734375,0.8015006944444445,0.813352734375,0.8015006944444445,0.743815234375,0.6599986111111111,0.603515625,0.4895833333333333,0.669921875,0.4895833333333333,0.669921875,0.5555555555555556,0.603515625,0.5555555555555556
5,0.0,0.0,0.234375,0.0,0.234375,0.1076388888888889,0.0,0.1076388888888889,0.5,0.4513888888888889,0.669921875,0.4513888888888889,0.669921875,0.5555555555555556,0.5,0.5555555555555556,0.8102203125,0.6599986111111111,0.8879222656250001,0.8015006944444445,0.8879222656250001,0.8015006944444445,0.8102203125,0.6599986111111111,0.56640625,0.4722222222222222,0.64453125,0.4722222222222222,0.64453125,0.5416666666666666,0.56640625,0.5416666666666666
6,0.0,0.0,0.234375,0.0,0.234375,0.1076388888888889,0.0,0.1076388888888889,0.5,0.4513888888888889,0.669921875,0.4513888888888889,0.669921875,0.5555555555555556,0.5,0.5555555555555556,0.792578125,0.5362479166666667,0.8518046874999999,0.6139597222222222,0.8518046874999999,0.6139597222222222,0.792578125,0.5362479166666667,0.56640625,0.4513888888888889,0.6171875,0.4513888888888889,0.6171875,0.5277777777777778,0.56640625,0.5277777777777778
7,0.0,0.0,0.234375,0.0,0.234375,0.1076388888888889,0.0,0.1076388888888889,0.5,0.4513888888888889,0.669921875,0.4513888888888889,0.669921875,0.5555555555555556,0.5,0.5555555555555556,0.188757421875,0.6599986111111111,0.258294921875,0.8015006944444445,0.258294921875,0.8015006944444445,0.188757421875,0.6599986111111111,0.53515625,0.4270833333333333,0.6171875,0.4270833333333333,0.6171875,0.5104166666666666,0.53515625,0.5104166666666666
8,0.0,0.0,0.234375,0.0,0.234375,0.1076388888888889,0.0,0.1076388888888889,0.5,0.4270833333333333,0.669921875,0.4270833333333333,0.669921875,0.5555555555555556,0.5,0.5555555555555556,0.21770898437500003,0.5362479166666667,0.273186328125,0.6139597222222222,0.273186328125,0.6139597222222222,0.21770898437500003,0.5362479166666667,0.5,0.4270833333333333,0.5390625,0.4270833333333333,0.5390625,0.5104166666666666,0.5,0.5104166666666666
9,0.0,0.0,0.234375,0.0,0.234375,0.1076388888888889,0.0,0.1076388888888889,0.5,0.4270833333333333,0.669921875,0.4270833333333333,0.669921875,0.5555555555555556,0.5,0.5555555555555556,0.253713671875,0.29254583333333334,0.301066015625,0.36362013888888894,0.301066015625,0.36362013888888894,0.253713671875,0.29254583333333334,0.5,0.6006944444444444,0.5390625,0.6006944444444444,0.5390625,0.6736111111111112,0.5,0.6736111111111112
